ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,url,Code_insee
Le Horps,1831.0,1398.0,3070.0,1067.0,427.0,1995.0,9.5,5.2,14.6,8.4,6.4,12.5,https://www.meilleursagents.com/prix-immobilier/le-horps-53640/,53116
Houssay,1922.0,1161.0,3535.0,1591.0,731.0,2445.0,10.7,8.7,14.5,9.9,7.3,12.0,https://www.meilleursagents.com/prix-immobilier/houssay-53360/,53117
Le Housseau-Brétignolles,1433.0,953.0,2620.0,1234.0,494.0,2468.0,9.6,5.6,16.7,8.4,6.7,13.1,https://www.meilleursagents.com/prix-immobilier/le-housseau-bretignolles-53110/,53118
Bretignolles le Moulin,1433.0,953.0,2620.0,1234.0,494.0,2468.0,9.6,5.6,16.7,8.4,6.7,13.1,https://www.meilleursagents.com/prix-immobilier/bretignolles-le-moulin-53110/,53118
Izé,1937.0,1365.0,3286.0,1143.0,457.0,2248.0,9.6,5.3,14.8,8.6,6.3,12.4,https://www.meilleursagents.com/prix-immobilier/ize-53160/,53120
Javron-les-Chapelles,1837.0,936.0,2815.0,963.0,385.0,1926.0,9.3,6.5,13.4,8.5,6.6,11.7,https://www.meilleursagents.com/prix-immobilier/javron-les-chapelles-53250/,53121
Les Chapelles,1837.0,936.0,2815.0,963.0,385.0,1926.0,9.3,6.5,13.4,8.5,6.6,11.7,https://www.meilleursagents.com/prix-immobilier/les-chapelles-53250/,53121
Jublains,2030.0,1563.0,3348.0,1199.0,480.0,2399.0,9.2,5.9,14.0,8.5,6.1,12.4,https://www.meilleursagents.com/prix-immobilier/jublains-53160/,53122
Juvigné,2069.0,1169.0,2873.0,1337.0,535.0,2675.0,9.8,5.8,15.4,8.0,5.9,11.2,https://www.meilleursagents.com/prix-immobilier/juvigne-53380/,53123
Ampoigné,1848.0,879.0,3446.0,1389.0,562.0,2157.0,10.2,6.7,16.4,9.2,7.4,14.3,https://www.meilleursagents.com/prix-immobilier/ampoigne-53200/,53124
Laigné,1843.0,896.0,3394.0,1385.0,567.0,2269.0,10.3,6.9,16.1,8.9,7.1,13.8,https://www.meilleursagents.com/prix-immobilier/laigne-53200/,53124
Landivy,1352.0,808.0,1972.0,1179.0,472.0,2358.0,9.5,6.2,14.1,7.8,6.2,11.6,https://www.meilleursagents.com/prix-immobilier/landivy-53190/,53125
Larchamp,1905.0,1100.0,2664.0,1174.0,470.0,2348.0,10.0,5.9,15.8,8.7,6.4,12.3,https://www.meilleursagents.com/prix-immobilier/larchamp-53220/,53126
Lassay-les-Châteaux,1912.0,992.0,3053.0,1255.0,502.0,2510.0,9.7,5.4,14.7,8.0,6.4,12.4,https://www.meilleursagents.com/prix-immobilier/lassay-les-chateaux-53110/,53127
La Baroche Gondouin,1912.0,992.0,3053.0,1255.0,502.0,2510.0,9.7,5.4,14.7,8.0,6.4,12.4,https://www.meilleursagents.com/prix-immobilier/la-baroche-gondouin-53110/,53127
Melleray la Vallee,1912.0,992.0,3053.0,1255.0,502.0,2510.0,9.7,5.4,14.7,8.0,6.4,12.4,https://www.meilleursagents.com/prix-immobilier/melleray-la-vallee-53110/,53127
Niort la Fontaine,1912.0,992.0,3053.0,1255.0,502.0,2510.0,9.7,5.4,14.7,8.0,6.4,12.4,https://www.meilleursagents.com/prix-immobilier/niort-la-fontaine-53110/,53127
Laubrières,2095.0,1297.0,2997.0,1391.0,556.0,2782.0,10.2,7.0,13.9,7.6,6.1,10.9,https://www.meilleursagents.com/prix-immobilier/laubrieres-53540/,53128
Launay-Villiers,2123.0,1397.0,3250.0,1732.0,693.0,2708.0,9.9,5.8,15.6,9.0,6.9,13.8,https://www.meilleursagents.com/prix-immobilier/launay-villiers-53410/,53129
Lesbois,1569.0,1190.0,2526.0,1125.0,450.0,2250.0,10.3,6.9,18.0,9.2,7.3,13.3,https://www.meilleursagents.com/prix-immobilier/lesbois-53120/,53131
Levaré,1732.0,1289.0,2718.0,1091.0,522.0,2059.0,9.8,6.6,14.8,8.4,6.7,12.2,https://www.meilleursagents.com/prix-immobilier/levare-53120/,53132
Lignières-Orgères,1837.0,936.0,2806.0,1124.0,450.0,2248.0,9.9,5.5,15.3,8.1,6.9,12.7,https://www.meilleursagents.com/prix-immobilier/lignieres-orgeres-53140/,53133
Orgeres la Roche,1837.0,936.0,2806.0,1124.0,450.0,2248.0,9.9,5.5,15.3,8.1,6.9,12.7,https://www.meilleursagents.com/prix-immobilier/orgeres-la-roche-53140/,53133
Livet,2067.0,1434.0,3583.0,1444.0,578.0,2888.0,9.2,6.3,15.9,8.5,6.4,11.3,https://www.meilleursagents.com/prix-immobilier/livet-53150/,53134
Livré-la-Touche,2192.0,1418.0,3712.0,1370.0,548.0,2741.0,10.2,6.9,16.0,8.7,6.8,11.7,https://www.meilleursagents.com/prix-immobilier/livre-la-touche-53400/,53135
Loigné-sur-Mayenne,1859.0,904.0,3419.0,1686.0,779.0,2436.0,10.8,8.8,17.1,10.5,7.6,12.8,https://www.meilleursagents.com/prix-immobilier/loigne-sur-mayenne-53200/,53136
Saint-Sulpice,1907.0,1158.0,3495.0,1605.0,741.0,2468.0,10.3,7.1,16.4,8.5,6.8,13.4,https://www.meilleursagents.com/prix-immobilier/saint-sulpice-53360/,53136
Loiron-Ruillé,1997.0,1320.0,3523.0,1698.0,679.0,2739.0,10.3,7.0,16.7,8.7,6.9,11.6,https://www.meilleursagents.com/prix-immobilier/loiron-53320/,53137
Loiron-Ruillé,1997.0,1320.0,3523.0,1698.0,679.0,2739.0,10.3,7.0,16.7,8.7,6.9,11.6,https://www.meilleursagents.com/prix-immobilier/ruille-le-gravelais-53320/,53137
Loupfougères,1828.0,1378.0,2991.0,1223.0,489.0,2446.0,9.4,6.4,16.2,8.2,6.9,11.4,https://www.meilleursagents.com/prix-immobilier/loupfougeres-53700/,53139
Louverné,2615.0,2037.0,3556.0,1955.0,928.0,2785.0,11.1,7.9,15.2,10.7,8.4,13.8,https://www.meilleursagents.com/prix-immobilier/louverne-53950/,53140
Louvigné,2126.0,1441.0,3505.0,1664.0,665.0,2425.0,9.9,6.8,16.0,8.9,7.1,13.0,https://www.meilleursagents.com/prix-immobilier/louvigne-53210/,53141
Madré,1418.0,920.0,2553.0,1043.0,417.0,2086.0,9.6,6.2,13.4,8.6,6.4,13.9,https://www.meilleursagents.com/prix-immobilier/madre-53250/,53142
Maisoncelles-du-Maine,1906.0,1153.0,3500.0,1634.0,709.0,2578.0,10.2,7.0,16.5,8.8,7.0,12.5,https://www.meilleursagents.com/prix-immobilier/maisoncelles-du-maine-53170/,53143
Marcillé-la-Ville,1959.0,1505.0,3306.0,1193.0,492.0,2386.0,9.3,5.4,15.2,8.2,6.5,12.2,https://www.meilleursagents.com/prix-immobilier/marcille-la-ville-53440/,53144
Marigné-Peuton,1858.0,902.0,3421.0,1294.0,518.0,2330.0,10.2,7.0,16.4,8.8,6.8,13.8,https://www.meilleursagents.com/prix-immobilier/marigne-peuton-53200/,53145
Martigné-sur-Mayenne,2185.0,1651.0,3620.0,1674.0,747.0,2594.0,9.1,6.3,14.8,9.4,7.2,13.7,https://www.meilleursagents.com/prix-immobilier/martigne-sur-mayenne-53470/,53146
Mayenne,1745.0,960.0,2947.0,1615.0,721.0,2632.0,10.0,6.9,17.9,10.1,7.6,13.8,https://www.meilleursagents.com/prix-immobilier/mayenne-53100/,53147
Mée,1848.0,878.0,3449.0,1226.0,490.0,2350.0,10.3,6.7,16.5,9.2,7.4,13.9,https://www.meilleursagents.com/prix-immobilier/mee-53400/,53148
Ménil,1895.0,939.0,3417.0,1731.0,692.0,3357.0,10.3,6.7,16.5,10.2,7.7,15.7,https://www.meilleursagents.com/prix-immobilier/menil-53200/,53150
Méral,2216.0,1436.0,3437.0,1253.0,501.0,2505.0,10.3,5.8,15.8,8.7,7.0,12.2,https://www.meilleursagents.com/prix-immobilier/meral-53230/,53151
Meslay-du-Maine,1821.0,932.0,3490.0,1563.0,625.0,2493.0,9.3,6.2,15.7,9.2,6.9,12.0,https://www.meilleursagents.com/prix-immobilier/meslay-du-maine-53170/,53152
Mézangers,2040.0,1577.0,3291.0,1410.0,564.0,2546.0,9.3,6.2,12.8,8.4,6.5,12.7,https://www.meilleursagents.com/prix-immobilier/mezangers-53600/,53153
Montaudin,1709.0,1229.0,2819.0,1049.0,420.0,2099.0,10.0,5.9,15.9,8.4,6.2,11.8,https://www.meilleursagents.com/prix-immobilier/montaudin-53220/,53154
Montenay,2075.0,1612.0,2791.0,1268.0,507.0,2535.0,9.6,5.3,14.1,7.7,5.6,11.6,https://www.meilleursagents.com/prix-immobilier/montenay-53500/,53155
Montflours,3141.0,2042.0,4234.0,1695.0,766.0,3389.0,10.6,7.3,14.4,8.8,6.4,11.6,https://www.meilleursagents.com/prix-immobilier/montflours-53240/,53156
Montigné-le-Brillant,2655.0,1852.0,4562.0,1897.0,777.0,3034.0,11.4,8.9,16.9,10.0,7.6,12.5,https://www.meilleursagents.com/prix-immobilier/montigne-le-brillant-53970/,53157
Montjean,2045.0,1339.0,3613.0,1427.0,571.0,2120.0,10.8,8.9,17.7,10.0,7.9,13.1,https://www.meilleursagents.com/prix-immobilier/montjean-53320/,53158
Montreuil-Poulay,1847.0,1407.0,3105.0,952.0,400.0,1905.0,9.6,6.1,14.6,8.2,6.0,11.9,https://www.meilleursagents.com/prix-immobilier/montreuil-poulay-53640/,53160
Poulay,1847.0,1407.0,3105.0,952.0,400.0,1905.0,9.6,6.1,14.6,8.2,6.0,11.9,https://www.meilleursagents.com/prix-immobilier/poulay-53640/,53160
Montsûrs,1574.0,905.0,2638.0,1285.0,514.0,2376.0,9.2,6.3,15.8,8.6,6.4,11.6,https://www.meilleursagents.com/prix-immobilier/montsurs-53150/,53161
Deux-Évailles,1607.0,896.0,2722.0,1264.0,505.0,2357.0,9.3,5.1,14.3,8.7,6.4,12.5,https://www.meilleursagents.com/prix-immobilier/deux-evailles-53150/,53161
Montourtier,2112.0,1609.0,3523.0,1498.0,599.0,2364.0,9.9,6.8,15.6,9.8,7.8,12.2,https://www.meilleursagents.com/prix-immobilier/montourtier-53150/,53161
Saint-Céneré,2146.0,1470.0,3498.0,1464.0,586.0,2297.0,10.0,6.6,16.1,8.4,6.9,11.2,https://www.meilleursagents.com/prix-immobilier/saint-cenere-53150/,53161
Saint-Ouën-des-Vallons,2168.0,1643.0,3580.0,1568.0,627.0,2808.0,9.9,6.5,16.1,8.7,6.5,11.6,https://www.meilleursagents.com/prix-immobilier/saint-ouen-des-vallons-53150/,53161
Moulay,1743.0,1256.0,2472.0,1635.0,654.0,2350.0,9.6,6.0,14.2,9.0,6.6,12.8,https://www.meilleursagents.com/prix-immobilier/moulay-53100/,53162
Neau,2076.0,1613.0,3332.0,1205.0,482.0,2410.0,10.0,6.6,16.7,8.7,6.6,11.4,https://www.meilleursagents.com/prix-immobilier/neau-53150/,53163
Neuilly-le-Vendin,1846.0,941.0,2821.0,934.0,374.0,1602.0,9.6,5.7,16.9,7.9,6.8,12.4,https://www.meilleursagents.com/prix-immobilier/neuilly-le-vendin-53250/,53164
Niafles,1837.0,909.0,3366.0,1280.0,512.0,2560.0,9.9,6.5,15.0,8.5,6.6,11.4,https://www.meilleursagents.com/prix-immobilier/niafles-53400/,53165
Nuillé-sur-Vicoin,1940.0,1163.0,3555.0,1534.0,614.0,2492.0,10.9,8.5,15.8,10.6,8.2,13.2,https://www.meilleursagents.com/prix-immobilier/nuille-sur-vicoin-53970/,53168
Olivet,2014.0,1305.0,3526.0,1402.0,561.0,2803.0,10.2,6.8,16.3,9.1,7.1,11.6,https://www.meilleursagents.com/prix-immobilier/olivet-53410/,53169
Oisseau,1958.0,1530.0,3191.0,1141.0,457.0,2283.0,9.3,6.0,14.2,8.3,6.0,11.8,https://www.meilleursagents.com/prix-immobilier/oisseau-53300/,53170
Origné,2617.0,1857.0,3653.0,1802.0,839.0,3064.0,10.7,8.7,16.9,9.8,7.4,12.2,https://www.meilleursagents.com/prix-immobilier/origne-53360/,53172
La Pallu,1389.0,898.0,2428.0,1047.0,419.0,1906.0,11.0,7.4,17.8,8.7,5.7,12.7,https://www.meilleursagents.com/prix-immobilier/la-pallu-53140/,53173
Parigné-sur-Braye,1975.0,1509.0,3336.0,1738.0,695.0,3055.0,10.9,7.3,17.0,9.6,7.8,13.1,https://www.meilleursagents.com/prix-immobilier/parigne-sur-braye-53100/,53174
Parné-sur-Roc,1907.0,1151.0,3512.0,1853.0,741.0,3397.0,10.8,8.9,17.2,9.9,7.2,11.9,https://www.meilleursagents.com/prix-immobilier/parne-sur-roc-53260/,53175
Le Pas,1895.0,1463.0,3122.0,1045.0,418.0,2089.0,9.7,5.3,14.9,7.5,5.5,10.8,https://www.meilleursagents.com/prix-immobilier/le-pas-53300/,53176
La Pellerine,1922.0,1051.0,2727.0,1224.0,490.0,2188.0,10.2,6.4,16.2,9.4,7.5,12.6,https://www.meilleursagents.com/prix-immobilier/la-pellerine-53220/,53177
Peuton,2613.0,1858.0,3642.0,1493.0,597.0,2987.0,10.7,8.8,17.0,10.3,7.9,13.0,https://www.meilleursagents.com/prix-immobilier/peuton-53360/,53178
Placé,2105.0,1610.0,3470.0,1205.0,531.0,2409.0,10.4,7.0,16.2,9.6,7.2,12.8,https://www.meilleursagents.com/prix-immobilier/place-53240/,53179
Pommerieux,1840.0,882.0,3420.0,1226.0,491.0,2013.0,10.2,6.8,15.9,10.0,7.3,14.1,https://www.meilleursagents.com/prix-immobilier/pommerieux-53400/,53180
Pontmain,1648.0,970.0,2525.0,1207.0,483.0,1722.0,9.9,5.9,17.5,9.4,6.2,11.4,https://www.meilleursagents.com/prix-immobilier/pontmain-53220/,53181
Port-Brillet,1999.0,1325.0,3468.0,1435.0,574.0,2338.0,9.3,6.6,15.9,9.3,6.6,12.1,https://www.meilleursagents.com/prix-immobilier/port-brillet-53410/,53182
Préaux,1810.0,1046.0,2226.0,1347.0,539.0,2357.0,10.4,6.8,16.8,8.9,6.9,13.4,https://www.meilleursagents.com/prix-immobilier/preaux-53340/,53184
Pré-en-Pail-Saint-Samson,1426.0,970.0,2369.0,1094.0,438.0,2110.0,9.5,6.6,13.6,8.8,6.6,14.1,https://www.meilleursagents.com/prix-immobilier/pre-en-pail-53140/,53185
Pré-en-Pail-Saint-Samson,1426.0,970.0,2369.0,1094.0,438.0,2110.0,9.5,6.6,13.6,8.8,6.6,14.1,https://www.meilleursagents.com/prix-immobilier/saint-samson-53140/,53185
Saint Gault,1921.0,1160.0,3533.0,1500.0,600.0,2505.0,10.1,6.7,13.3,9.1,7.4,14.0,https://www.meilleursagents.com/prix-immobilier/saint-gault-53360/,53186
Renazé,1591.0,820.0,2326.0,1049.0,420.0,2099.0,9.6,6.7,15.4,8.5,6.3,10.8,https://www.meilleursagents.com/prix-immobilier/renaze-53800/,53188
Rennes-en-Grenouilles,1850.0,944.0,2836.0,1220.0,488.0,2440.0,8.4,6.1,10.7,,,,https://www.meilleursagents.com/prix-immobilier/rennes-en-grenouilles-53110/,53189
Le Ribay,1804.0,1361.0,2976.0,1103.0,441.0,2060.0,10.3,7.4,14.4,8.1,6.5,11.6,https://www.meilleursagents.com/prix-immobilier/le-ribay-53640/,53190
La Roë,1970.0,1187.0,2786.0,1226.0,490.0,2375.0,10.5,7.3,15.4,8.4,6.8,12.1,https://www.meilleursagents.com/prix-immobilier/la-roe-53350/,53191
La Rouaudière,1861.0,1066.0,2631.0,1351.0,540.0,2702.0,10.8,6.8,17.0,9.3,6.4,12.9,https://www.meilleursagents.com/prix-immobilier/la-rouaudiere-53390/,53192
Ruillé-Froid-Fonds,1824.0,1194.0,3138.0,1397.0,559.0,2793.0,10.4,6.8,16.7,8.8,7.0,13.9,https://www.meilleursagents.com/prix-immobilier/ruille-froid-fonds-53170/,53193
Sacé,2153.0,1479.0,3505.0,1670.0,668.0,2884.0,10.7,8.8,17.0,9.8,8.0,13.2,https://www.meilleursagents.com/prix-immobilier/sace-53470/,53195
Saint-Aignan-de-Couptrain,1426.0,952.0,2454.0,1002.0,401.0,2003.0,10.9,8.1,17.8,8.2,6.5,11.6,https://www.meilleursagents.com/prix-immobilier/saint-aignan-de-couptrain-53250/,53196
Saint-Aignan-sur-Roë,1940.0,1071.0,2754.0,1181.0,473.0,2054.0,10.4,7.5,12.4,8.6,6.9,12.7,https://www.meilleursagents.com/prix-immobilier/saint-aignan-sur-roe-53390/,53197
Saint-Aubin-du-Désert,1297.0,754.0,2432.0,1200.0,480.0,2400.0,9.2,6.6,14.3,8.4,6.9,12.3,https://www.meilleursagents.com/prix-immobilier/saint-aubin-du-desert-53700/,53198
Saint-Aubin-Fosse-Louvain,1483.0,770.0,2765.0,1126.0,551.0,2253.0,10.4,5.9,16.2,8.3,5.9,10.3,https://www.meilleursagents.com/prix-immobilier/saint-aubin-fosse-louvain-53120/,53199
Saint-Baudelle,3140.0,2043.0,4231.0,1776.0,710.0,2923.0,11.3,8.8,16.7,10.3,8.0,12.9,https://www.meilleursagents.com/prix-immobilier/saint-baudelle-53100/,53200
Saint-Berthevin,2411.0,1641.0,4194.0,2058.0,1144.0,3069.0,10.6,6.9,16.2,11.2,8.1,15.4,https://www.meilleursagents.com/prix-immobilier/saint-berthevin-53940/,53201
Saint-Berthevin-la-Tannière,1623.0,966.0,2486.0,1037.0,415.0,2074.0,9.9,5.8,15.6,8.8,6.2,12.6,https://www.meilleursagents.com/prix-immobilier/saint-berthevin-la-tanniere-53220/,53202
Saint-Brice,1840.0,1031.0,2257.0,1244.0,498.0,2087.0,10.2,7.0,18.0,9.4,7.0,12.9,https://www.meilleursagents.com/prix-immobilier/saint-brice-53290/,53203
Saint-Calais-du-Désert,1420.0,952.0,2393.0,923.0,388.0,1618.0,9.6,6.3,14.3,9.1,6.6,14.1,https://www.meilleursagents.com/prix-immobilier/saint-calais-du-desert-53140/,53204
Saint-Charles-la-Forêt,1816.0,1200.0,3100.0,1427.0,571.0,2710.0,10.6,8.7,16.8,9.8,7.3,12.1,https://www.meilleursagents.com/prix-immobilier/saint-charles-la-foret-53170/,53206
Saint-Cyr-en-Pail,1431.0,966.0,2432.0,1020.0,408.0,2040.0,10.6,7.3,17.0,8.2,6.0,11.1,https://www.meilleursagents.com/prix-immobilier/saint-cyr-en-pail-53140/,53208
Saint-Cyr-le-Gravelais,2188.0,1455.0,3394.0,1499.0,600.0,2551.0,10.0,6.9,13.6,9.1,6.9,12.4,https://www.meilleursagents.com/prix-immobilier/saint-cyr-le-gravelais-53320/,53209
Saint-Denis-d'Anjou,1826.0,995.0,2217.0,1441.0,576.0,2624.0,9.3,6.5,10.9,9.3,6.9,12.0,https://www.meilleursagents.com/prix-immobilier/saint-denis-d-anjou-53290/,53210
Saint-Denis-de-Gastines,1606.0,854.0,3013.0,1193.0,477.0,2385.0,10.5,5.8,15.9,7.8,5.7,10.9,https://www.meilleursagents.com/prix-immobilier/saint-denis-de-gastines-53500/,53211
Saint-Denis-du-Maine,2014.0,1409.0,3207.0,1529.0,612.0,3058.0,10.7,8.7,16.9,9.9,7.3,11.7,https://www.meilleursagents.com/prix-immobilier/saint-denis-du-maine-53170/,53212
Saint-Ellier-du-Maine,1901.0,1087.0,2675.0,1289.0,516.0,2579.0,10.1,6.0,16.0,8.8,6.2,12.6,https://www.meilleursagents.com/prix-immobilier/saint-ellier-du-maine-53220/,53213
Saint-Erblon,1867.0,919.0,3167.0,1210.0,506.0,2421.0,11.0,6.1,19.2,9.0,6.0,11.5,https://www.meilleursagents.com/prix-immobilier/saint-erblon-53390/,53214
Saint-Fraimbault-de-Prières,1907.0,1474.0,3180.0,1359.0,543.0,2328.0,9.3,6.4,15.1,8.4,6.5,12.2,https://www.meilleursagents.com/prix-immobilier/saint-fraimbault-de-prieres-53300/,53216
Sainte-Gemmes-le-Robert,1976.0,1397.0,3393.0,1676.0,671.0,3353.0,9.3,5.5,16.3,7.2,5.5,10.5,https://www.meilleursagents.com/prix-immobilier/sainte-gemmes-le-robert-53600/,53218
Saint-Georges-Buttavent,1921.0,1438.0,3206.0,1333.0,533.0,2667.0,9.1,6.2,14.8,7.8,5.7,10.8,https://www.meilleursagents.com/prix-immobilier/saint-georges-buttavent-53100/,53219
Fontaine Daniel,1921.0,1438.0,3206.0,1333.0,533.0,2667.0,9.1,6.2,14.8,7.8,5.7,10.8,https://www.meilleursagents.com/prix-immobilier/fontaine-daniel-53100/,53219
Saint-Georges-le-Fléchard,2125.0,1450.0,3459.0,1361.0,544.0,2455.0,10.4,6.8,16.7,8.2,6.8,11.5,https://www.meilleursagents.com/prix-immobilier/saint-georges-le-flechard-53480/,53220
Saint-Georges-sur-Erve,1928.0,1484.0,2998.0,1150.0,460.0,2299.0,9.3,5.8,16.7,8.0,6.0,10.7,https://www.meilleursagents.com/prix-immobilier/saint-georges-sur-erve-53600/,53221
Saint-Germain-d'Anxure,2155.0,1619.0,3553.0,1348.0,539.0,2696.0,10.3,7.2,16.8,9.0,6.8,12.0,https://www.meilleursagents.com/prix-immobilier/saint-germain-d-anxure-53240/,53222
Saint-Germain-de-Coulamer,1285.0,729.0,2436.0,944.0,378.0,1747.0,9.1,6.6,14.5,8.4,6.8,12.2,https://www.meilleursagents.com/prix-immobilier/saint-germain-de-coulamer-53700/,53223
Saint-Germain-le-Fouilloux,3144.0,2056.0,4222.0,1845.0,738.0,3071.0,11.8,9.4,17.3,11.3,8.7,14.3,https://www.meilleursagents.com/prix-immobilier/saint-germain-le-fouilloux-53240/,53224
Saint-Germain-le-Guillaume,2154.0,1626.0,2964.0,1412.0,669.0,2824.0,9.5,5.6,14.9,7.7,5.6,11.9,https://www.meilleursagents.com/prix-immobilier/saint-germain-le-guillaume-53240/,53225
Saint-Hilaire-du-Maine,1949.0,1265.0,3380.0,1358.0,543.0,2609.0,10.2,6.8,15.9,9.3,7.2,13.7,https://www.meilleursagents.com/prix-immobilier/saint-hilaire-du-maine-53380/,53226
Blandouet,1995.0,1341.0,2535.0,1095.0,438.0,2191.0,10.3,6.1,18.4,8.4,6.0,12.4,https://www.meilleursagents.com/prix-immobilier/blandouet-53270/,53228
Saint-Jean-sur-Erve,3053.0,1915.0,4219.0,1074.0,430.0,2148.0,10.2,6.5,13.0,8.6,6.4,11.3,https://www.meilleursagents.com/prix-immobilier/saint-jean-sur-erve-53270/,53228
Saint-Jean-sur-Mayenne,3059.0,1998.0,4114.0,1894.0,757.0,2710.0,10.8,8.9,17.2,9.6,7.8,12.8,https://www.meilleursagents.com/prix-immobilier/saint-jean-sur-mayenne-53240/,53229
Saint-Julien-du-Terroux,1414.0,916.0,2606.0,1170.0,468.0,2341.0,9.6,5.7,16.8,8.4,6.3,12.4,https://www.meilleursagents.com/prix-immobilier/saint-julien-du-terroux-53110/,53230
Saint-Léger,2114.0,1482.0,3376.0,1478.0,591.0,2956.0,10.1,6.9,16.3,8.7,6.7,13.8,https://www.meilleursagents.com/prix-immobilier/saint-leger-53480/,53232
Saint-Loup-du-Dorat,1824.0,1035.0,2240.0,1229.0,492.0,2235.0,10.6,6.8,17.9,9.0,6.4,12.8,https://www.meilleursagents.com/prix-immobilier/saint-loup-du-dorat-53290/,53233
Saint-Loup-du-Gast,1843.0,1412.0,3083.0,1356.0,542.0,2711.0,10.9,7.4,17.3,8.4,6.8,11.4,https://www.meilleursagents.com/prix-immobilier/saint-loup-du-gast-53300/,53234
Sainte-Marie-du-Bois,1424.0,935.0,2625.0,1204.0,485.0,2408.0,9.8,6.2,15.0,8.4,6.1,12.3,https://www.meilleursagents.com/prix-immobilier/sainte-marie-du-bois-53110/,53235
Saint-Mars-du-Désert,1281.0,731.0,2423.0,932.0,373.0,1848.0,9.2,6.7,14.6,8.4,6.8,12.5,https://www.meilleursagents.com/prix-immobilier/saint-mars-du-desert-53700/,53236
Saint-Mars-sur-Colmont,1926.0,1486.0,3175.0,1247.0,499.0,2495.0,9.6,6.1,14.7,7.5,5.4,10.8,https://www.meilleursagents.com/prix-immobilier/saint-mars-sur-colmont-53300/,53237
Saint-Mars-sur-la-Futaie,1841.0,1129.0,2867.0,1240.0,496.0,2480.0,9.9,5.8,16.3,9.5,6.3,11.5,https://www.meilleursagents.com/prix-immobilier/saint-mars-sur-la-futaie-53220/,53238
Saint-Martin-du-Limet,1837.0,905.0,3371.0,1343.0,537.0,2686.0,10.5,7.3,15.4,8.5,6.8,12.8,https://www.meilleursagents.com/prix-immobilier/saint-martin-du-limet-53800/,53240
Saint-Michel-de-la-Roë,2664.0,1701.0,3687.0,1286.0,544.0,2573.0,10.6,7.0,13.8,8.0,6.3,11.8,https://www.meilleursagents.com/prix-immobilier/saint-michel-de-la-roe-53350/,53242
Saint-Ouën-des-Toits,1996.0,1300.0,3469.0,1677.0,671.0,2796.0,10.9,8.9,17.2,9.6,7.1,12.0,https://www.meilleursagents.com/prix-immobilier/saint-ouen-des-toits-53410/,53243
Saint-Pierre-des-Landes,1974.0,1093.0,2716.0,1226.0,490.0,2451.0,10.0,5.9,15.9,8.2,5.9,11.4,https://www.meilleursagents.com/prix-immobilier/saint-pierre-des-landes-53500/,53245
Saint-Pierre-des-Nids,1514.0,999.0,2424.0,1327.0,531.0,2328.0,9.4,6.8,13.9,9.0,7.7,15.4,https://www.meilleursagents.com/prix-immobilier/saint-pierre-des-nids-53370/,53246
Saint-Pierre-la-Cour,2013.0,1269.0,2878.0,1784.0,726.0,2826.0,10.1,7.0,15.5,8.3,6.3,10.4,https://www.meilleursagents.com/prix-immobilier/saint-pierre-la-cour-53410/,53247
Saint-Pierre-sur-Erve,2956.0,1908.0,4152.0,1334.0,534.0,2669.0,10.6,8.7,14.4,9.6,6.4,13.9,https://www.meilleursagents.com/prix-immobilier/saint-pierre-sur-erve-53270/,53248
Saint-Martin-de-Connée,1986.0,1464.0,3037.0,1130.0,452.0,2260.0,9.9,6.2,14.6,8.2,6.5,11.5,https://www.meilleursagents.com/prix-immobilier/saint-martin-de-connee-53160/,53249
Saint-Pierre-sur-Orthe,1285.0,736.0,2431.0,1147.0,459.0,2293.0,9.7,5.4,15.0,8.1,6.5,12.4,https://www.meilleursagents.com/prix-immobilier/saint-pierre-sur-orthe-53160/,53249
Vimarcé,2006.0,1465.0,3068.0,1044.0,418.0,2089.0,9.4,6.4,16.7,9.2,6.8,12.3,https://www.meilleursagents.com/prix-immobilier/vimarce-53160/,53249
Saint-Poix,2182.0,1439.0,3368.0,1315.0,526.0,2314.0,10.2,6.7,15.5,9.1,7.1,12.1,https://www.meilleursagents.com/prix-immobilier/saint-poix-53540/,53250
Saint-Quentin-les-Anges,1849.0,878.0,3450.0,1216.0,486.0,1972.0,10.2,6.6,16.3,9.0,7.3,13.9,https://www.meilleursagents.com/prix-immobilier/saint-quentin-les-anges-53400/,53251
Saint-Saturnin-du-Limet,1849.0,933.0,3275.0,1154.0,462.0,2268.0,9.7,6.3,16.5,8.5,6.3,10.2,https://www.meilleursagents.com/prix-immobilier/saint-saturnin-du-limet-53800/,53253
Sainte-Suzanne-et-Chammes,1993.0,1411.0,3364.0,1348.0,539.0,2696.0,9.5,6.1,12.4,8.6,6.5,12.4,https://www.meilleursagents.com/prix-immobilier/chammes-53270/,53255
Sainte-Suzanne-et-Chammes,1993.0,1411.0,3364.0,1348.0,539.0,2696.0,9.5,6.1,12.4,8.6,6.5,12.4,https://www.meilleursagents.com/prix-immobilier/sainte-suzanne-53270/,53255
Saint-Thomas-de-Courceriers,1523.0,742.0,2698.0,1115.0,446.0,2229.0,9.3,6.4,16.0,8.8,6.4,12.4,https://www.meilleursagents.com/prix-immobilier/saint-thomas-de-courceriers-53160/,53256
