ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,Taux_Global_TFB,Code_insee,Departement,geo,nb_m2,nb_mois,assurance_pno_annuel,frais_agence_%,frais_notaire_%,garantie_loyer_impaye,compta_annuelle,prevision_entretien_annuel,prevision_gros_oeuvre_annuel,taux_occupation,loyer_mensuel_appart,loyer_mensuel_maison,loyer_annuel_appart,loyer_annuel_maison,garantie_loyer_impaye_annuel_appart,garantie_loyer_impaye_annuel_maison,prix_net_vendeur_appart,prix_net_vendeur_maison,frais_agence_maison,frais_agence_appart,frais_notaire_maison,frais_notaire_appart,prevision_entretien_annuel_appart,prevision_entretien_annuel_maison,prevision_gros_oeuvre_annuel_appart,prevision_gros_oeuvre_annuel_maison,valeur_cadastrale_locative_appart,valeur_cadastrale_locative_maison,TFPB_annuel_appart,TFPB_annuel_maison,charges_copro_annuel,assurance_habitation_annuel,frais_gestion_loc_annuel,prix_achat_total_appart,prix_achat_total_maison,renta_brute_appart,renta_brute_maison,charges_annuelles_appart,charges_annuelles_maison,renta_nette_appart,renta_nette_maison
MONTREUIL JUIGNE,2964,1945,3979,2993,1707,4315,11.6,6.7,19.2,12.1,8.3,16.4,64.44,49214,Maine-et-Loire,"MONTREUIL JUIGNE, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,551.0,574.75,6612.0,6897.0,198.35999999999999,206.91,148200,149650,7482.5,7410.0,11972.0,11856.0,132.24,137.94,741.0,748.25,2644.8,2758.8,1704.3091200000001,1777.7707200000002,50,0,200,167466.0,169104.5,0.039482641252552755,0.04078543149354393,2452.66912,2534.6807200000003,0.02483686766268974,0.025796588973090603
ST BARTHELEMY D ANJOU,2842,1703,4009,3038,1922,4274,12.5,8.9,22.5,14.1,9.5,18.7,47.91,49267,Maine-et-Loire,"ST BARTHELEMY D ANJOU, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,593.75,669.75,7125.0,8037.0,213.75,241.10999999999999,142100,151900,7595.0,7105.0,12152.0,11368.0,142.5,160.74,710.5,759.5,2850.0,3214.8,1365.435,1540.21068,50,0,200,160573.0,171647.0,0.04437234155181755,0.04682283989816309,2129.185,2331.32068,0.031112422387325395,0.03324077507908673
TRELAZE,2494,1484,3881,2819,1779,4124,12.3,8.7,22.1,14.0,8.8,18.6,51.48,49353,Maine-et-Loire,"TRELAZE, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,584.25,665.0,7011.0,7980.0,210.32999999999998,239.39999999999998,124700,140950,7047.5,6235.0,11276.0,9976.0,140.22,159.6,623.5,704.75,2804.4,3192.0,1443.7051199999999,1643.2416,50,0,200,140911.0,159273.5,0.049754809773545,0.05010249664884617,2204.0351199999996,2432.6416,0.03411348212701635,0.034829136045858224
L HUISSERIE,2677,2095,3738,2180,1015,3223,12.1,8.9,16.6,12.4,9.5,16.2,45.74,53119,Mayenne,"L HUISSERIE, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,574.75,589.0,6897.0,7068.0,206.91,212.04,133850,109000,5450.0,6692.5,8720.0,10708.0,137.94,141.36,669.25,545.0,2758.8,2827.2,1261.8751200000002,1293.16128,50,0,200,151250.5,123170.0,0.04559984925669667,0.057384103271900626,2018.78512,2055.20128,0.032252553743623985,0.040698211577494516
LAVAL,2464,1453,3647,2155,1134,3498,10.9,7.2,18.2,11.8,8.5,16.2,46.31,53130,Mayenne,"LAVAL, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,517.75,560.5,6213.0,6726.0,186.39,201.78,123200,107750,5387.5,6160.0,8620.0,9856.0,124.26,134.52,616.0,538.75,2485.2,2690.4,1150.8961199999999,1245.92424,50,0,200,139216.0,121757.5,0.0446284909780485,0.05524095024947129,1887.2861199999998,1997.70424,0.031071959257556604,0.038833712584440384
NOUANS,1660,1064,2361,1188,561,2339,,,,8.7,6.2,11.2,41.68,72222,Sarthe,"NOUANS, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,,413.24999999999994,,4958.999999999999,,148.76999999999995,83000,59400,2970.0,4150.0,4752.0,6640.0,,99.17999999999998,415.0,297.0,,1983.5999999999997,,826.7644799999999,50,0,200,93790.0,67122.0,,0.07388039688924643,,1525.5344799999998,,0.05115261047048657
BRETIGNOLLES SUR MER,3858,1994,6347,3845,1856,6051,12.4,9.0,19.0,13.1,9.1,16.5,37.17,85035,Vendée,"BRETIGNOLLES SUR MER, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,589.0,622.25,7068.0,7467.0,212.04,224.01,192900,192250,9612.5,9645.0,15380.0,15432.0,141.36,149.34,964.5,961.25,2827.2,2986.8,1050.87024,1110.1935600000002,50,0,200,217977.0,217242.5,0.03242543938121912,0.03437172744743777,1812.91024,1884.2035600000002,0.024108459883382193,0.025698454215910792
COMMEQUIERS,2439,1935,3251,2700,1236,4034,11.3,9.1,18.8,11.6,8.1,14.3,36.67,85071,Vendée,"COMMEQUIERS, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,536.75,551.0,6441.0,6612.0,193.23,198.35999999999999,121950,135000,6750.0,6097.5,10800.0,9756.0,128.82,132.24,609.75,675.0,2576.4,2644.8,944.76588,969.84816,50,0,200,137803.5,152550.0,0.046740467404674045,0.04334316617502458,1687.99588,1718.2081600000001,0.034491171269234816,0.03207992028843002
LES HERBIERS,2515,1352,3566,2392,1019,3523,11.7,8.0,21.1,11.6,7.4,14.7,36.17,85109,Vendée,"LES HERBIERS, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,555.75,551.0,6669.0,6612.0,200.07,198.35999999999999,125750,119600,5980.0,6287.5,9568.0,10060.0,133.38,132.24,628.75,598.0,2667.6,2644.8,964.8709200000001,956.6241600000001,50,0,200,142097.5,135148.0,0.04693256390858389,0.04892414242164146,1714.94092,1704.98416,0.03486380182621088,0.03630846065054607
NOIRMOUTIER EN L ILE,4280,2356,7041,6089,2435,11985,13.6,9.3,19.4,14.0,10.8,18.7,36.95,85163,Vendée,"NOIRMOUTIER EN L ILE, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,646.0,665.0,7752.0,7980.0,232.56,239.39999999999998,214000,304450,15222.5,10700.0,24356.0,17120.0,155.04,159.6,1070.0,1522.25,3100.8,3192.0,1145.7456000000002,1179.4440000000002,50,0,200,241820.0,344028.5,0.03205690182780581,0.023195752677467128,1928.3056000000001,1968.844,0.024082765693491028,0.017472843092941427
LE POIRE SUR VIE,2291,1330,3362,2378,951,3571,13.2,8.6,19.3,11.7,8.3,14.6,39.72,85178,Vendée,"LE POIRE SUR VIE, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,627.0,555.75,7524.0,6669.0,225.72,200.07,114550,118900,5945.0,5727.5,9512.0,9164.0,150.48,133.38,572.75,594.5,3009.6,2667.6,1195.41312,1059.57072,50,0,200,129441.5,134357.0,0.05812664408246196,0.04963641641298928,1971.13312,1809.6407199999999,0.042898659857928095,0.03616751847689365
LA ROCHE SUR YON,2250,1370,3772,2539,1307,3916,12.0,7.5,21.4,12.8,8.6,16.8,47.83,85191,Vendée,"LA ROCHE SUR YON, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,570.0,608.0,6840.0,7296.0,205.2,218.88,112500,126950,6347.5,5625.0,10156.0,9000.0,136.8,145.92000000000002,562.5,634.75,2736.0,2918.4,1308.6288,1395.87072,50,0,200,127125.0,143453.5,0.05380530973451327,0.050859686239791986,2063.8288000000002,2164.75072,0.037570668239921334,0.03576942549327831
ST JEAN DE MONTS,3056,1680,4884,3409,1545,5269,14.2,9.2,25.7,13.1,9.4,16.5,42.76,85234,Vendée,"ST JEAN DE MONTS, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,674.5,622.25,8094.0,7467.0,242.82,224.01,152800,170450,8522.5,7640.0,13636.0,12224.0,161.88,149.34,764.0,852.25,3237.6,2986.8,1384.3977599999998,1277.15568,50,0,200,172664.0,192608.5,0.04687717184821387,0.03876775947063603,2177.2177599999995,2051.16568,0.03426760783950331,0.02811835573196406
Grandchamp-des-Fontaines,2985,1936,3957,3021,1449,4436,13.2,8.6,18.1,13.9,9.8,18.6,38.89,44066,Loire-Atlantique,"Grandchamp-des-Fontaines, Loire-Atlantique, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,627.0,660.25,7524.0,7923.0,225.72,237.69,149250,151050,7552.5,7462.5,12084.0,11940.0,150.48,158.46,746.25,755.25,3009.6,3169.2,1170.43344,1232.50188,50,0,200,168652.5,170686.5,0.04461244274469694,0.04641843379529137,1946.15344,2020.19188,0.03307301439350143,0.03458274743462429
Ravigny,1281,792,2394,1416,566,2832,10.2,7.0,18.4,8.5,6.0,11.2,43.07,53187,Mayenne,"Ravigny, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,484.49999999999994,403.75,5813.999999999999,4845.0,174.41999999999996,145.35,64050,70800,3540.0,3202.5,5664.0,5124.0,116.27999999999999,96.9,320.25,354.0,2325.5999999999995,1938.0,1001.6359199999997,834.6966,50,0,200,72376.5,80004.0,0.08032994134836582,0.06055947202639868,1726.0559199999998,1530.0466000000001,0.05648164915407625,0.04143484575771211
Marsais-Sainte-Radégonde,1561,1098,2368,1332,533,2591,10.3,7.8,11.9,9.6,7.2,14.6,38.69,85137,Vendée,"Marsais-Sainte-Radégonde, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,489.25,456.0,5871.0,5472.0,176.13,164.16,78050,66600,3330.0,3902.5,5328.0,6244.0,117.42,109.44,390.25,333.0,2348.4,2188.8,908.5959600000001,846.84672,50,0,200,88196.5,75258.0,0.06656726740857064,0.07270987801961254,1634.7259600000002,1561.0067199999999,0.04803222395446532,0.05196780780780781
Saint-Martin-Lars-en-Sainte-Hermine,1580,1123,2417,1426,570,2458,10.2,7.8,17.1,9.7,6.7,12.8,34.05,85248,Vendée,"Saint-Martin-Lars-en-Sainte-Hermine, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,484.49999999999994,460.74999999999994,5813.999999999999,5528.999999999999,174.41999999999996,165.86999999999998,79000,71300,3565.0,3950.0,5704.0,6320.0,116.27999999999999,110.57999999999998,395.0,356.5,2325.5999999999995,2211.5999999999995,791.8667999999998,753.0497999999998,50,0,200,89270.0,80569.0,0.06512826257421304,0.06862440889175736,1516.2867999999999,1468.9197999999997,0.04814286098353309,0.05039258523749829
Tallud-Sainte-Gemme,1285,754,1599,1353,568,2640,10.0,6.8,16.6,9.2,6.5,11.9,37.17,85287,Vendée,"Tallud-Sainte-Gemme, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,475.0,436.99999999999994,5700.0,5243.999999999999,171.0,157.31999999999996,64250,67650,3382.5,3212.5,5412.0,5140.0,114.0,104.87999999999998,321.25,338.25,2280.0,2097.5999999999995,847.4760000000001,779.6779199999999,50,0,200,72602.5,76444.5,0.07850969319238318,0.06859878735553243,1568.476,1486.9979199999998,0.0569060845012224,0.04914679381773704
Oulmes,1513,889,2305,1598,639,3029,11.8,8.7,17.0,9.7,7.2,12.9,,85168,Vendée,"Oulmes, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,560.5,460.74999999999994,6726.0,5528.999999999999,201.78,165.86999999999998,75650,79900,3995.0,3782.5,6392.0,6052.0,134.52,110.57999999999998,378.25,399.5,2690.4,2211.5999999999995,,,50,0,200,85484.5,90287.0,0.07868093046107774,0.06123805198976596,,,,
Velluire,1513,893,2301,1335,534,2498,10.3,7.2,14.0,11.5,8.9,15.2,,85299,Vendée,"Velluire, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,489.25,546.25,5871.0,6555.0,176.13,196.65,75650,66750,3337.5,3782.5,5340.0,6052.0,117.42,131.1,378.25,333.75,2348.4,2622.0,,,50,0,200,85484.5,75427.5,0.06867911726687294,0.08690464353186834,,,,
Chaix,1512,897,2298,1740,696,2730,10.8,8.3,19.4,10.6,8.2,14.2,,85044,Vendée,"Chaix, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,513.0,503.5,6156.0,6042.0,184.68,181.26,75600,87000,4350.0,3780.0,6960.0,6048.0,123.12,120.84,378.0,435.0,2462.4,2416.8,,,50,0,200,85428.0,98310.0,0.07206068268015171,0.061458651205370765,,,,
Saint-Jean-de-Beugné,1551,1107,2372,1835,734,2383,11.4,9.1,18.5,11.4,7.7,14.3,40.63,85233,Vendée,"Saint-Jean-de-Beugné, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,541.5,541.5,6498.0,6498.0,194.94,194.94,77550,91750,4587.5,3877.5,7340.0,6204.0,129.96,129.96,387.75,458.75,2599.2,2599.2,1056.05496,1056.05496,50,0,200,87631.5,103677.5,0.07415141815443077,0.06267512237467146,1800.99496,1800.99496,0.05359950520075544,0.04530399594897639
Saint-Sulpice-en-Pareds,1589,1127,2451,1682,758,3364,9.1,6.3,15.4,8.7,6.4,11.6,,85271,Vendée,"Saint-Sulpice-en-Pareds, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,432.25,413.24999999999994,5187.0,4958.999999999999,155.60999999999999,148.76999999999995,79450,84100,4205.0,3972.5,6728.0,6356.0,103.74000000000001,99.17999999999998,397.25,420.5,2074.8,1983.5999999999997,,,50,0,200,89778.5,95033.0,0.057775525320650264,0.052181873664937435,,,,
La Chapelle-aux-Lys,1334,799,1706,1251,508,2501,9.6,6.9,15.2,9.1,7.5,11.3,,85053,Vendée,"La Chapelle-aux-Lys, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,456.0,432.25,5472.0,5187.0,164.16,155.60999999999999,66700,62550,3127.5,3335.0,5004.0,5336.0,109.44,103.74000000000001,333.5,312.75,2188.8,2074.8,,,50,0,200,75371.0,70681.5,0.07260086770773905,0.07338553935612573,,,,
Château-d'Olonne,3743,2250,5721,4162,2136,6824,14.0,10.4,21.3,13.1,9.0,16.3,,85060,Vendée,"Château-d'Olonne, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,665.0,622.25,7980.0,7467.0,239.39999999999998,224.01,187150,208100,10405.0,9357.5,16648.0,14972.0,159.6,149.34,935.75,1040.5,3192.0,2986.8,,,50,0,200,211479.5,235153.0,0.03773415390144198,0.031753794338154305,,,,
Olonne-sur-Mer,3611,2033,5409,3782,1995,5589,12.4,9.0,19.1,12.9,8.8,15.8,,85166,Vendée,"Olonne-sur-Mer, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,589.0,612.75,7068.0,7353.0,212.04,220.59,180550,189100,9455.0,9027.5,15128.0,14444.0,141.36,147.06,902.75,945.5,2827.2,2941.2,,,50,0,200,204021.5,213683.0,0.034643407680072937,0.034410786070955574,,,,
Chambretaud,2542,1255,3447,2290,916,3413,11.0,8.2,19.7,11.0,7.0,14.1,,85048,Vendée,"Chambretaud, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,522.5,522.5,6270.0,6270.0,188.1,188.1,127100,114500,5725.0,6355.0,9160.0,10168.0,125.4,125.4,635.5,572.5,2508.0,2508.0,,,50,0,200,143623.0,129385.0,0.043655960396315356,0.048460022413726475,,,,
Saint-Georges-de-Montaigu,2007,1479,2619,2342,972,3387,12.9,9.3,18.4,11.9,8.7,14.5,,85217,Vendée,"Saint-Georges-de-Montaigu, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,612.75,565.25,7353.0,6783.0,220.59,203.48999999999998,100350,117100,5855.0,5017.5,9368.0,8028.0,147.06,135.66,501.75,585.5,2941.2,2713.2,,,50,0,200,113395.5,132323.0,0.06484384300964324,0.05126092969476206,,,,
La Guyonnière,2157,1559,2881,2228,1011,3209,12.8,9.3,17.9,12.0,8.9,16.9,,85107,Vendée,"La Guyonnière, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,608.0,570.0,7296.0,6840.0,218.88,205.2,107850,111400,5570.0,5392.5,8912.0,8628.0,145.92000000000002,136.8,539.25,557.0,2918.4,2736.0,,,50,0,200,121870.5,125882.0,0.05986682585203146,0.054336600943740966,,,,
Saint-Hilaire-de-Loulay,2394,1654,3173,2398,959,3499,13.1,9.3,18.4,12.4,9.1,15.9,,85224,Vendée,"Saint-Hilaire-de-Loulay, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,622.25,589.0,7467.0,7068.0,224.01,212.04,119700,119900,5995.0,5985.0,9592.0,9576.0,149.34,141.36,598.5,599.5,2986.8,2827.2,,,50,0,200,135261.0,135487.0,0.05520438263801096,0.05216736661081875,,,,
La Bernardière,2492,1776,3254,2374,1021,3492,10.8,8.4,19.3,9.5,5.9,12.0,38.19,85021,Vendée,"La Bernardière, Vendée, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,513.0,451.25,6156.0,5415.0,184.68,162.45,124600,118700,5935.0,6230.0,9496.0,9968.0,123.12,108.3,623.0,593.5,2462.4,2166.0,940.3905599999999,827.1954,50,0,200,140798.0,134131.0,0.04372221196323811,0.04037098060850959,1675.07056,1539.6453999999999,0.03182523501754286,0.028892311247959084
Orée d'Anjou,2268,1461,4535,2001,801,3175,10.1,7.0,18.2,10.4,7.2,14.0,46.62,49069,Maine-et-Loire,"Orée d'Anjou, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,479.75,494.0,5757.0,5928.0,172.70999999999998,177.84,113400,100050,5002.5,5670.0,8004.0,9072.0,115.14,118.56,567.0,500.25,2302.8,2371.2,1073.56536,1105.4534399999998,50,0,200,128142.0,113056.5,0.04492672191787236,0.05243396001114487,1796.27536,1833.29344,0.030908871720435143,0.036218232122876615
Saint-Cyr-en-Bourg,1596,1152,2423,1895,837,3142,9.5,5.9,16.4,9.7,6.7,12.7,,49274,Maine-et-Loire,"Saint-Cyr-en-Bourg, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,451.25,460.74999999999994,5415.0,5528.999999999999,162.45,165.86999999999998,79800,94750,4737.5,3990.0,7580.0,6384.0,108.3,110.57999999999998,399.0,473.75,2166.0,2211.5999999999995,,,50,0,200,90174.0,107067.5,0.06005056890012642,0.05164032035865224,,,,
Forges,1987,1240,3974,2161,882,3608,11.3,8.0,20.0,9.6,6.5,12.0,,49141,Maine-et-Loire,"Forges, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,536.75,456.0,6441.0,5472.0,193.23,164.16,99350,108050,5402.5,4967.5,8644.0,7948.0,128.82,109.44,496.75,540.25,2576.4,2188.8,,,50,0,200,112265.5,122096.5,0.05737292400603926,0.044817009496586714,,,,
Meigné,2039,1243,4077,1956,846,3006,10.4,6.1,17.8,10.1,7.0,13.0,,49198,Maine-et-Loire,"Meigné, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,494.0,479.75,5928.0,5757.0,177.84,172.70999999999998,101950,97800,4890.0,5097.5,7824.0,8156.0,118.56,115.14,509.75,489.0,2371.2,2302.8,,,50,0,200,115203.5,110514.0,0.051456769976606614,0.05209294749986427,,,,
Montfort,1811,1068,2546,2154,892,3505,11.5,8.1,16.2,11.2,7.7,13.6,,49207,Maine-et-Loire,"Montfort, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,546.25,532.0,6555.0,6384.0,196.65,191.51999999999998,90550,107700,5385.0,4527.5,8616.0,7244.0,131.1,127.68,452.75,538.5,2622.0,2553.6,,,50,0,200,102321.5,121701.0,0.06406278250416579,0.05245643010328592,,,,
Les Verchers-sur-Layon,1654,1207,3308,1651,660,3301,9.6,7.1,16.0,9.9,6.5,12.7,,49365,Maine-et-Loire,"Les Verchers-sur-Layon, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,456.0,470.25,5472.0,5643.0,164.16,169.29,82700,82550,4127.5,4135.0,6604.0,6616.0,109.44,112.86,413.5,412.75,2188.8,2257.2,,,50,0,200,93451.0,93281.5,0.05855475061797091,0.0604943102330044,,,,
Concourson-sur-Layon,1739,1226,3478,1343,537,2101,11.0,8.0,19.2,9.3,5.3,12.3,,49104,Maine-et-Loire,"Concourson-sur-Layon, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,522.5,441.75000000000006,6270.0,5301.000000000001,188.1,159.03000000000003,86950,67150,3357.5,4347.5,5372.0,6956.0,125.4,106.02000000000002,434.75,335.75,2508.0,2120.4000000000005,,,50,0,200,98253.5,75879.5,0.06381452060231951,0.06986076608306592,,,,
Saint-Georges-sur-Layon,1827,1287,3654,1544,770,2407,11.1,7.8,18.8,10.0,6.9,13.7,,49282,Maine-et-Loire,"Saint-Georges-sur-Layon, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,527.25,475.0,6327.0,5700.0,189.81,171.0,91350,77200,3860.0,4567.5,6176.0,7308.0,126.54,114.0,456.75,386.0,2530.8,2280.0,,,50,0,200,103225.5,87236.0,0.06129299446357731,0.06533999724884222,,,,
Martigné-Briand,2171,1184,3221,1872,749,3259,11.7,8.5,19.1,9.8,7.5,12.4,,49191,Maine-et-Loire,"Martigné-Briand, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,555.75,465.50000000000006,6669.0,5586.000000000001,200.07,167.58,108550,93600,4680.0,5427.5,7488.0,8684.0,133.38,111.72000000000003,542.75,468.0,2667.6,2234.4000000000005,,,50,0,200,122661.5,105768.0,0.054369137830533626,0.05281370546857273,,,,
Luigné,2132,1320,4263,1994,798,2922,10.3,8.2,14.3,10.6,8.4,13.2,,49186,Maine-et-Loire,"Luigné, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,489.25,503.5,5871.0,6042.0,176.13,181.26,106600,99700,4985.0,5330.0,7976.0,8528.0,117.42,120.84,533.0,498.5,2348.4,2416.8,,,50,0,200,120458.0,112661.0,0.048738979561340885,0.053629916297565264,,,,
Vauchrétien,2645,1830,3532,2511,1237,3770,10.5,8.2,15.4,13.6,10.0,19.4,,49363,Maine-et-Loire,"Vauchrétien, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,498.75,646.0,5985.0,7752.0,179.54999999999998,232.56,132250,125550,6277.5,6612.5,10044.0,10580.0,119.7,155.04,661.25,627.75,2394.0,3100.8,,,50,0,200,149442.5,141871.5,0.04004884821921475,0.054640995548788866,,,,
Notre-Dame-d'Allençon,2375,1235,3603,2099,839,3150,10.3,8.3,16.9,10.6,8.6,12.9,,49227,Maine-et-Loire,"Notre-Dame-d'Allençon, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,489.25,503.5,5871.0,6042.0,176.13,181.26,118750,104950,5247.5,5937.5,8396.0,9500.0,117.42,120.84,593.75,524.75,2348.4,2416.8,,,50,0,200,134187.5,118593.5,0.04375221238938053,0.05094714297157939,,,,
Charcé-Saint-Ellier-sur-Aubance,2652,1829,3524,2392,1075,4201,12.3,8.7,18.1,12.3,10.4,17.8,,49078,Maine-et-Loire,"Charcé-Saint-Ellier-sur-Aubance, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,584.25,584.25,7011.0,7011.0,210.32999999999998,210.32999999999998,132600,119600,5980.0,6630.0,9568.0,10608.0,140.22,140.22,663.0,598.0,2804.4,2804.4,,,50,0,200,149838.0,135148.0,0.0467905337764786,0.051876461360878444,,,,
Les Alleuds,2649,1824,3521,2509,1004,3939,10.3,6.6,15.6,10.6,6.8,13.0,,49001,Maine-et-Loire,"Les Alleuds, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,489.25,503.5,5871.0,6042.0,176.13,181.26,132450,125450,6272.5,6622.5,10036.0,10596.0,117.42,120.84,662.25,627.25,2348.4,2416.8,,,50,0,200,149668.5,141758.5,0.03922669098708145,0.04262178282078323,,,,
Chemellier,2562,1624,5123,2255,1032,4155,10.5,8.4,17.2,11.0,7.7,13.3,,49091,Maine-et-Loire,"Chemellier, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,498.75,522.5,5985.0,6270.0,179.54999999999998,188.1,128100,112750,5637.5,6405.0,9020.0,10248.0,119.7,125.4,640.5,563.75,2394.0,2508.0,,,50,0,200,144753.0,127407.5,0.04134629334107065,0.04921217353766458,,,,
Coutures,2816,1746,5631,2310,959,4017,10.3,7.6,16.5,9.9,7.3,13.0,,49115,Maine-et-Loire,"Coutures, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,489.25,470.25,5871.0,5643.0,176.13,169.29,140800,115500,5775.0,7040.0,9240.0,11264.0,117.42,112.86,704.0,577.5,2348.4,2257.2,,,50,0,200,159104.0,130515.0,0.03690039219629927,0.043236409608091025,,,,
Gennes-Val de Loire,2164,1261,4329,2127,851,3978,11.0,7.4,19.2,10.1,8.3,14.9,,49149,Maine-et-Loire,"Gennes-Val de Loire, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,522.5,479.75,6270.0,5757.0,188.1,172.70999999999998,108200,106350,5317.5,5410.0,8508.0,8656.0,125.4,115.14,541.0,531.75,2508.0,2302.8,,,50,0,200,122266.0,120175.5,0.05128163185186397,0.04790493902667349,,,,
Méon,1569,1009,2152,1250,500,2085,9.2,5.8,16.6,10.4,7.5,12.6,,49202,Maine-et-Loire,"Méon, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,436.99999999999994,494.0,5243.999999999999,5928.0,157.31999999999996,177.84,78450,62500,3125.0,3922.5,5000.0,6276.0,104.87999999999998,118.56,392.25,312.5,2097.5999999999995,2371.2,,,50,0,200,88648.5,70625.0,0.05915497724157768,0.0839362831858407,,,,
Meigné-le-Vicomte,1488,1118,2976,1274,510,2168,9.5,6.5,15.2,10.4,8.2,13.8,,49197,Maine-et-Loire,"Meigné-le-Vicomte, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,451.25,494.0,5415.0,5928.0,162.45,177.84,74400,63700,3185.0,3720.0,5096.0,5952.0,108.3,118.56,372.0,318.5,2166.0,2371.2,,,50,0,200,84072.0,71981.0,0.06440907793320011,0.08235506592017337,,,,
Linières-Bouton,2234,1424,2856,1903,819,3806,12.9,8.4,22.7,11.2,8.1,15.2,,49175,Maine-et-Loire,"Linières-Bouton, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,612.75,532.0,7353.0,6384.0,220.59,191.51999999999998,111700,95150,4757.5,5585.0,7612.0,8936.0,147.06,127.68,558.5,475.75,2941.2,2553.6,,,50,0,200,126221.0,107519.5,0.05825496549702506,0.059375276112705135,,,,
Breil,1556,1002,2138,1350,540,2695,9.2,5.8,16.6,9.9,7.7,12.8,,49044,Maine-et-Loire,"Breil, Maine-et-Loire, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,436.99999999999994,470.25,5243.999999999999,5643.0,157.31999999999996,169.29,77800,67500,3375.0,3890.0,5400.0,6224.0,104.87999999999998,112.86,389.0,337.5,2097.5999999999995,2257.2,,,50,0,200,87914.0,76275.0,0.05964920262984279,0.07398230088495575,,,,
