,CODE_INSEE,DEP,P22_POP,P16_POP,SUPERF,DENS_LOG_22,REP_MAISON_22,REP_APPART_22,NB_COM_22,TX_EMP_22,CROI_POP_16_22,TX_OCCUP_22,LOG_MEN_22,PART_1529,PART_RES_SECOND,PART_HLM,DENS_POP_22,TX_EMP_22_n,CROI_POP_16_22_n,TX_OCCUP_22_n,LOG_MEN_22_n,PART_RES_SECOND_n,DENS_POP_22_n,POP_LOG_norm,INDICE_TENSION_LOG,INDICE_TENSION,CATEG_TENSION
28349,72038,72,534.000000000001,626.0,11.76,25.2,0.9,0.1,2.0,0.713,-14.7,0.888,0.787,0.161,0.101,0.043,45.41,0.559895833333333,0.126132059937428,0.602836879432624,0.7512886597938144,0.12833545108005084,0.008225496630918473,0.4949863133582589,0.237,0.479,Intermédiaire
28350,72039,72,3721.0,3869.00000000001,40.08,54.7,0.9,0.1,42.0,0.67,-3.83,0.86,0.815,0.133,0.045,0.094,92.84,0.44791666666666674,0.3051210274987651,0.5035460992907801,0.7873711340206184,0.05717916137229987,0.01774563585015867,0.6478212034903729,0.299,0.462,Intermédiaire
28351,72040,72,153.0,135.0,10.75,8.4,1.0,0.0,0.0,0.688,13.33,0.76,0.692,0.174,0.068,0.0,14.23,0.4947916666666665,0.5876831878807839,0.14893617021276606,0.6288659793814432,0.08640406607369759,0.0019670538551244763,0.39686672019472613,0.164,0.413,Intermédiaire
28352,72041,72,352.0,323.999999999999,12.0,12.5,1.0,0.0,0.0,0.831,8.64,0.912,0.872,0.129,0.04,0.0,29.33,0.8671874999999996,0.5104561172402438,0.6879432624113475,0.8608247422680411,0.05082592121982211,0.004997922550265251,0.4622251032830059,0.309,0.668,Tendu
28353,72042,72,2121.0,2068.0,26.77,43.8,0.9,0.1,20.0,0.675,2.56,0.903,0.847,0.151,0.055,0.112,79.23,0.4609375,0.4103408529557056,0.6560283687943262,0.8286082474226804,0.0698856416772554,0.015013839628909271,0.6035483527699809,0.322,0.534,Intermédiaire
28354,72043,72,335.0,316.0,0.36,508.5,1.0,0.0,0.0,0.737,6.01,0.857,0.813,0.135,0.044,0.0,930.56,0.6223958333333333,0.46714967890663595,0.4929078014184398,0.7847938144329896,0.05590851334180432,0.18589261090269704,0.45833622217459064,0.245,0.535,Intermédiaire
28355,72044,72,431.0,439.000000000001,12.02,17.1,1.0,0.0,2.0,0.774,-1.82,0.878,0.815,0.157,0.063,0.018,35.86,0.71875,0.33821834348756796,0.5673758865248226,0.7873711340206184,0.08005082592121983,0.006308622721077785,0.4781375466582999,0.265,0.555,Intermédiaire
28356,72045,72,780.999999999999,812.0,15.9,20.1,1.0,0.0,3.0,0.77,-3.82,0.936,0.894,0.17,0.042,0.0,49.12,0.7083333333333335,0.3052856907623909,0.773049645390071,0.8891752577319587,0.05336721728081322,0.008970167018929883,0.5248944451109198,0.323,0.615,Tendu
28357,72046,72,1562.0,1541.0,18.35,41.7,1.0,0.0,8.0,0.761,1.36,0.94,0.863,0.156,0.077,0.062,85.12,0.6848958333333333,0.3905812613205994,0.7872340425531914,0.8492268041237112,0.09783989834815757,0.016196079139795306,0.5794578364305866,0.363,0.626,Tendu
28358,72047,72,2127.0,2148.0,14.51,59.8,1.0,0.0,10.0,0.735,-0.98,0.965,0.933,0.162,0.032,0.001,146.59,0.6171874999999998,0.3520500576321423,0.875886524822695,0.9394329896907216,0.04066073697585769,0.028534324086173016,0.6037708217288793,0.384,0.636,Tendu
28359,72048,72,537.0,555.999999999998,9.85,24.5,1.0,0.0,1.0,0.755,-3.42,0.916,0.874,0.19,0.042,0.0,54.52,0.6692708333333333,0.31187222130742637,0.7021276595744683,0.8634020618556699,0.05336721728081322,0.010054053837059698,0.4954268981256571,0.289,0.583,Intermédiaire
28360,72049,72,250.0,246.0,11.47,12.5,1.0,0.0,2.0,0.716,1.63,0.909,0.726,0.149,0.183,0.0,21.8,0.5677083333333333,0.3950271694384983,0.6773049645390072,0.672680412371134,0.23252858958068615,0.0034865025983175668,0.4353561684286551,0.239,0.548,Intermédiaire
28361,72050,72,1525.0,1608.99999999999,16.27,50.3,0.8,0.2,28.0,0.7,-5.22,0.907,0.883,0.148,0.024,0.154,93.73,0.5260416666666665,0.28223283385476705,0.670212765957447,0.875,0.030495552731893267,0.017924276455368954,0.5775702302080377,0.308,0.534,Intermédiaire
28362,72051,72,3365.0,3372.0,32.52,46.7,1.0,0.0,23.0,0.745,-0.21,0.943,0.915,0.178,0.027,0.047,103.47,0.6432291666666665,0.36472912893133547,0.7978723404255317,0.9162371134020619,0.03430749682337993,0.019879287123625317,0.6398998628473662,0.397,0.62,Tendu
28363,72052,72,668.000000000001,700.999999999999,22.83,22.0,1.0,0.0,7.0,0.635,-4.71,0.881,0.664,0.102,0.217,0.003,29.26,0.35677083333333326,0.29063066029968715,0.5780141843971633,0.5927835051546392,0.27573062261753495,0.004983872165585791,0.5125974743143303,0.224,0.438,Intermédiaire
28364,72053,72,1161.0,1220.0,25.83,21.6,1.0,0.0,7.0,0.747,-4.84,0.943,0.894,0.162,0.048,0.016,44.95,0.6484374999999998,0.2884900378725507,0.7978723404255317,0.8891752577319587,0.060991105463786534,0.008133165531596305,0.5560990993934604,0.335,0.603,Tendu
28365,72054,72,3680.0,3856.99999999999,13.94,102.6,1.0,0.0,20.0,0.715,-4.59,0.974,0.956,0.194,0.018,0.143,263.99,0.5651041666666665,0.29260661946319777,0.9078014184397163,0.9690721649484535,0.022871664548919948,0.05209882639143971,0.6469484585066767,0.403,0.623,Tendu
28366,72056,72,1303.0,1373.0,13.14,43.1,0.9,0.1,6.0,0.747,-5.1,0.946,0.936,0.117,0.01,0.028,99.16,0.6484374999999998,0.2842087930182777,0.8085106382978724,0.9432989690721649,0.012706480304955527,0.01901418486693282,0.5651832178854346,0.345,0.611,Tendu
28367,72057,72,68.0,68.0,5.98,5.9,1.0,0.0,0.0,0.824,0.0,0.884,0.884,0.111,0.0,0.0,11.37,0.848958333333333,0.36818705746747904,0.5886524822695036,0.8762886597938144,0.0,0.0013929952810779454,0.3336096433842678,0.203,0.608,Tendu
28368,72058,72,6803.0,6463.0,35.06,84.6,0.9,0.1,40.0,0.714,5.26,0.952,0.934,0.133,0.018,0.084,194.04,0.5624999999999998,0.4547999341346946,0.829787234042553,0.9407216494845361,0.022871664548919948,0.03805847770103592,0.6953518586098383,0.438,0.629,Tendu
28369,72059,72,816.000000000001,858.999999999999,27.74,15.8,1.0,0.0,7.0,0.743,-5.01,0.899,0.832,0.167,0.067,0.043,29.42,0.6380208333333333,0.2856907623909106,0.6418439716312059,0.8092783505154637,0.08513341804320204,0.005015987330567416,0.5283442598033173,0.289,0.547,Intermédiaire
28370,72060,72,282.0,269.0,14.43,13.2,1.0,0.0,1.0,0.61,4.83,0.916,0.695,0.131,0.221,0.098,19.54,0.2916666666666665,0.44771941379878155,0.7021276595744683,0.6327319587628865,0.28081321473951715,0.003032875892952126,0.4448106168852086,0.219,0.493,Intermédiaire
28371,72061,72,1725.0,1691.00000000001,33.04,23.4,0.9,0.1,7.0,0.772,2.01,0.923,0.906,0.152,0.017,0.056,52.21,0.7135416666666665,0.40128437345628193,0.7269503546099294,0.9046391752577319,0.021601016518424398,0.0095903911426375,0.5872738711795915,0.366,0.623,Tendu
28372,72062,72,779.0,879.0,16.53,23.5,1.0,0.0,4.0,0.769,-11.38,0.938,0.895,0.144,0.044,0.011,47.13,0.7057291666666665,0.1808002634612218,0.7801418439716312,0.8904639175257731,0.05590851334180432,0.008570734654470934,0.5246926753789809,0.31,0.591,Intermédiaire
28373,72064,72,517.000000000001,545.0,18.65,16.0,1.0,0.0,1.0,0.693,-5.14,0.902,0.797,0.126,0.105,0.013,27.72,0.5078124999999998,0.2835501399637741,0.6524822695035462,0.7641752577319587,0.13341804320203304,0.004674763702637659,0.49244203221312594,0.253,0.513,Intermédiaire
28374,72065,72,2252.0,2389.0,5.93,180.7,0.9,0.1,40.0,0.672,-5.73,0.944,0.942,0.129,0.002,0.063,379.76,0.453125,0.2738350074098469,0.8014184397163118,0.9510309278350515,0.0025412960609911056,0.07533615545345608,0.6082682212248047,0.34,0.559,Intermédiaire
28375,72066,72,421.0,454.000000000002,6.38,28.9,1.0,0.0,4.0,0.758,-7.27,0.989,0.922,0.124,0.067,0.0,65.99,0.6770833333333333,0.24847686481146058,0.9609929078014185,0.9252577319587629,0.08513341804320204,0.012356309726679874,0.47629223896043205,0.311,0.653,Tendu
28376,72067,72,998.0,975.0,19.2,23.7,1.0,0.0,7.0,0.787,2.36,0.93,0.879,0.162,0.051,0.04,51.98,0.7526041666666665,0.40704758768318794,0.75177304964539,0.8698453608247423,0.06480304955527319,0.009544225592976413,0.5441903731391138,0.347,0.638,Tendu
28377,72068,72,1370.0,1440.00000000001,8.3,114.5,0.8,0.2,23.0,0.593,-4.86,0.814,0.737,0.124,0.077,0.149,165.06,0.24739583333333326,0.28816071134529886,0.34042553191489366,0.6868556701030927,0.09783989834815757,0.03224161844373925,0.5691309590586499,0.2,0.352,Détendu
28378,72070,72,250.0,242.0,7.27,18.5,1.0,0.0,2.0,0.693,3.31,0.911,0.829,0.196,0.082,0.0,34.39,0.5078124999999998,0.422690597727647,0.6843971631205674,0.8054123711340204,0.10419313850063533,0.006013564642809114,0.4353561684286551,0.241,0.554,Intermédiaire
28379,72071,72,5707.0,6159.99999999999,26.99,133.3,0.8,0.2,71.0,0.605,-7.35,0.871,0.812,0.123,0.059,0.147,211.45,0.27864583333333326,0.2471595587024535,0.5425531914893615,0.7835051546391754,0.0749682337992376,0.041553009090598884,0.6815128452188376,0.286,0.419,Intermédiaire
28380,72072,72,255.0,263.0,9.39,11.9,1.0,0.0,1.0,0.752,-3.04,0.916,0.874,0.148,0.042,0.0,27.16,0.6614583333333333,0.31812942532521,0.7021276595744683,0.8634020618556699,0.05336721728081322,0.004562360625201975,0.43691028266452964,0.255,0.583,Intermédiaire
28381,72073,72,1164.0,1065.0,11.19,42.9,1.0,0.0,9.0,0.731,9.3,0.954,0.952,0.141,0.002,0.022,104.02,0.6067708333333333,0.5213238926395521,0.8368794326241131,0.9639175257731958,0.0025412960609911056,0.01998968300324965,0.5563022564564162,0.366,0.658,Tendu
28382,72074,72,213.0,210.0,11.47,12.1,1.0,0.0,0.0,0.771,1.43,0.878,0.712,0.122,0.165,0.0,18.57,0.7109375,0.3917339041659806,0.5673758865248226,0.6546391752577319,0.20965692503176622,0.00283817770525103,0.4227908161583312,0.232,0.55,Intermédiaire
28383,72075,72,996.0,969.0,22.79,20.1,1.0,0.0,5.0,0.766,2.79,0.915,0.871,0.142,0.044,0.015,43.7,0.6979166666666665,0.414128108019101,0.6985815602836882,0.8595360824742266,0.05590851334180432,0.007882265805177367,0.5440324752160011,0.332,0.609,Tendu
28384,72076,72,259.000000000001,226.0,2.16,48.0,1.0,0.0,0.0,0.785,14.6,0.91,0.881,0.1,0.03,0.0,119.91,0.7473958333333335,0.6085954223612713,0.6808510638297873,0.8724226804123711,0.03811944091486658,0.023179120325487194,0.43813187360363615,0.288,0.657,Tendu
28385,72077,72,436.0,430.999999999999,30.56,10.0,1.0,0.0,1.0,0.668,1.16,0.856,0.653,0.132,0.203,0.0,14.27,0.44270833333333326,0.38728799604808173,0.4893617021276597,0.5786082474226804,0.2579415501905972,0.001975082646369882,0.47904424293855646,0.217,0.452,Intermédiaire
28386,72078,72,353.0,367.999999999999,10.38,19.7,0.9,0.1,1.0,0.711,-4.08,0.864,0.778,0.139,0.086,0.0,34.01,0.5546874999999998,0.3010044459081179,0.5177304964539009,0.7396907216494846,0.10927573062261753,0.005937291125977756,0.4624479917973128,0.225,0.487,Intermédiaire
28387,72079,72,308.0,307.0,7.99,17.9,1.0,0.0,0.0,0.768,0.33,0.915,0.887,0.13,0.028,0.0,38.55,0.703125,0.37362094516713323,0.6985815602836882,0.8801546391752577,0.035578144853875476,0.00684855893233134,0.45173590619636333,0.273,0.605,Tendu
28388,72080,72,2746.0,2685.0,30.37,42.6,1.0,0.0,22.0,0.701,2.27,0.947,0.92,0.122,0.027,0.038,90.42,0.528645833333333,0.40556561831055493,0.8120567375886525,0.9226804123711341,0.03430749682337993,0.017259893979811602,0.6238882879498446,0.377,0.604,Tendu
28389,72083,72,357.000000000001,410.0,14.23,13.0,1.0,0.0,0.0,0.726,-12.93,0.886,0.761,0.139,0.125,0.0,25.09,0.5937499999999998,0.15527745759920963,0.5957446808510638,0.7177835051546392,0.1588310038119441,0.004146870678252213,0.46333329366479054,0.226,0.488,Intermédiaire
28390,72084,72,1276.0,1266.0,17.82,35.9,1.0,0.0,4.0,0.712,0.79,0.9,0.855,0.158,0.046,0.004,71.6,0.5572916666666665,0.38119545529392396,0.645390070921986,0.8389175257731958,0.05844980940279543,0.013482347698848068,0.5635346819591583,0.31,0.551,Intermédiaire
28391,72085,72,177.000000000001,194.000000000001,13.6,11.1,1.0,0.0,0.0,0.791,-8.76,0.872,0.624,0.146,0.248,0.011,13.01,0.7630208333333335,0.2239420385312037,0.5460992907801421,0.5412371134020618,0.31512071156289706,0.0017221757221395923,0.4082781008060258,0.209,0.512,Intermédiaire
28392,72086,72,138.0,134.000000000001,5.64,12.9,1.0,0.0,0.0,0.622,2.99,0.904,0.767,0.109,0.137,0.0,24.47,0.3229166666666665,0.41742137329161866,0.6595744680851063,0.7255154639175257,0.17407878017789075,0.004022424413948419,0.3887923195444697,0.191,0.492,Intermédiaire
28393,72087,72,460.000000000001,529.0,30.8,9.6,1.0,0.0,1.0,0.678,-13.04,0.855,0.744,0.104,0.111,0.0,14.94,0.46875,0.15346616169932492,0.4858156028368792,0.6958762886597938,0.14104193138500637,0.0021095648997304334,0.4832567937618531,0.204,0.423,Intermédiaire
28394,72088,72,320.0,348.0,11.24,14.3,1.0,0.0,0.0,0.815,-8.05,0.957,0.857,0.163,0.099,0.0,28.47,0.825520833333333,0.23563313024864155,0.8475177304964538,0.8414948453608246,0.12579415501905972,0.004825303538489022,0.45473783260061,0.294,0.646,Tendu
28395,72089,72,1828.0,1878.0,17.16,58.7,0.9,0.1,32.0,0.662,-2.66,0.91,0.889,0.146,0.021,0.083,106.53,0.42708333333333326,0.3243866293429936,0.6808510638297873,0.8827319587628866,0.02668360864040661,0.02049348965389888,0.591840818482239,0.308,0.521,Intermédiaire
28396,72090,72,2838.0,2900.0,16.6,95.5,0.9,0.1,29.0,0.732,-2.14,0.899,0.873,0.15,0.026,0.108,170.96,0.6093749999999998,0.3329491190515396,0.6418439716312059,0.8621134020618555,0.03303684879288437,0.03342586515243664,0.6264838593609483,0.348,0.555,Intermédiaire
28397,72091,72,135.0,142.0,12.48,7.2,1.0,0.0,0.0,0.775,-4.93,0.9,0.733,0.119,0.167,0.0,10.82,0.7213541666666665,0.28700806849991767,0.645390070921986,0.681701030927835,0.21219822109275732,0.0012825994014536127,0.38707317416812953,0.215,0.557,Intermédiaire
28398,72093,72,886.0,911.0,19.0,23.8,1.0,0.0,4.0,0.746,-2.74,0.912,0.872,0.146,0.04,0.013,46.63,0.6458333333333333,0.3230693232339865,0.6879432624113475,0.8608247422680411,0.05082592121982211,0.008470374763903358,0.5348213469446925,0.308,0.575,Intermédiaire
28399,72094,72,638.0,619.0,24.27,15.6,1.0,0.0,3.0,0.706,3.07,0.892,0.776,0.157,0.116,0.041,26.29,0.5416666666666665,0.41873867940062576,0.6170212765957448,0.7371134020618556,0.14739517153748413,0.0043877344156143935,0.508982572587961,0.273,0.536,Intermédiaire
28400,72095,72,8048.99999999998,7447.00000000001,3.93,908.0,0.4,0.6,45.0,0.498,8.08,0.957,0.95,0.194,0.007,0.436,2048.09,0.0,0.5012349744771942,0.8475177304964538,0.9613402061855669,0.008894536213468869,0.41020298791466203,0.7086014710749571,0.358,0.505,Intermédiaire
28401,72096,72,1619.0,1643.0,27.48,24.1,1.0,0.0,15.0,0.743,-1.46,0.926,0.912,0.151,0.014,0.03,58.92,0.6380208333333333,0.3441462209780998,0.7375886524822697,0.9123711340206184,0.017789072426937738,0.01093722087405436,0.5822800603005063,0.348,0.597,Intermédiaire
28402,72098,72,512.0,527.0,15.05,19.7,1.0,0.0,3.0,0.68,-2.85,0.916,0.791,0.152,0.125,0.038,34.02,0.47395833333333326,0.3212580273341018,0.7021276595744683,0.7564432989690721,0.1588310038119441,0.005939298323789108,0.49167780665566874,0.258,0.525,Intermédiaire
28403,72099,72,641.000000000001,636.0,16.83,16.9,1.0,0.0,2.0,0.766,0.79,0.921,0.87,0.167,0.05,0.032,38.09,0.6979166666666665,0.38119545529392396,0.7198581560283688,0.8582474226804122,0.06353240152477764,0.006756227833009172,0.5093516179336763,0.31,0.609,Tendu
28404,72100,72,403.0,410.0,19.6,10.0,1.0,0.0,2.0,0.783,-1.71,0.906,0.839,0.181,0.066,0.023,20.56,0.7421875,0.3400296393874527,0.666666666666667,0.8182989690721649,0.08386277001270649,0.0032376100697099797,0.47285770328729543,0.28,0.592,Intermédiaire
28405,72101,72,670.000000000001,682.999999999999,19.26,18.1,1.0,0.0,3.0,0.799,-1.9,0.881,0.773,0.158,0.108,0.021,34.79,0.7838541666666665,0.33690103737856086,0.5780141843971633,0.7332474226804123,0.1372299872935197,0.006093852555263174,0.5128326716151392,0.291,0.568,Intermédiaire
28406,72102,72,83.0,95.0,8.94,6.0,1.0,0.0,0.0,0.815,-12.63,0.907,0.815,0.169,0.093,0.0,9.28,0.825520833333333,0.1602173555079862,0.670212765957447,0.7873711340206184,0.1181702668360864,0.0009734909385054805,0.3491086515084582,0.201,0.575,Intermédiaire
28407,72103,72,614.0,608.0,24.02,18.6,1.0,0.0,12.0,0.656,0.99,0.889,0.667,0.118,0.222,0.065,25.56,0.41145833333333326,0.3844887205664417,0.6063829787234045,0.5966494845360825,0.28208386277001274,0.004241208975385734,0.5059662793992893,0.242,0.479,Intermédiaire
28408,72104,72,585.0,582.0,14.66,20.5,1.0,0.0,2.0,0.729,0.52,0.93,0.844,0.166,0.086,0.047,39.9,0.6015624999999998,0.37674954717602505,0.75177304964539,0.8247422680412371,0.10927573062261753,0.007119530636863793,0.5021604770371557,0.296,0.59,Intermédiaire
28409,72105,72,460.0,501.0,11.32,21.2,1.0,0.0,1.0,0.733,-8.18,0.921,0.846,0.13,0.075,0.0,40.64,0.6119791666666665,0.23349250782150505,0.7198581560283688,0.8273195876288659,0.09529860228716645,0.007268063274903806,0.48325679376185293,0.268,0.555,Intermédiaire
28410,72106,72,910.0,933.000000000003,7.24,49.5,1.0,0.0,1.0,0.758,-2.47,0.974,0.957,0.16,0.017,0.014,125.69,0.6770833333333333,0.3275152313518854,0.9078014184397163,0.9703608247422679,0.021601016518424398,0.024339280660448367,0.536924903356424,0.353,0.658,Tendu
28411,72107,72,341.0,352.0,11.97,15.0,1.0,0.0,0.0,0.808,-3.12,0.888,0.821,0.164,0.067,0.0,28.49,0.8072916666666665,0.3168121192162029,0.602836879432624,0.795103092783505,0.08513341804320204,0.004829317934111725,0.4597307902133899,0.268,0.583,Intermédiaire
28412,72109,72,543.999999999999,603.999999999998,20.83,13.6,1.0,0.0,2.0,0.698,-9.93,0.879,0.798,0.189,0.082,0.0,26.12,0.520833333333333,0.20467643668697516,0.5709219858156027,0.7654639175257731,0.10419313850063533,0.004353612052821418,0.49644544834098436,0.237,0.477,Intermédiaire
28413,72110,72,992.999999999998,1044.0,20.45,20.8,1.0,0.0,7.0,0.774,-4.89,0.952,0.924,0.191,0.028,0.027,48.56,0.71875,0.28766672155442125,0.829787234042553,0.9278350515463918,0.035578144853875476,0.0088577639414942,0.5437950334373177,0.345,0.634,Tendu
28414,72111,72,490.0,494.0,11.5,18.8,1.0,0.0,2.0,0.729,-0.81,0.94,0.894,0.171,0.046,0.0,42.61,0.6015624999999998,0.35484933311378236,0.7872340425531914,0.8891752577319587,0.05844980940279543,0.007663481243740052,0.4882242601785233,0.294,0.602,Tendu
28415,72112,72,482.0,478.000000000001,13.64,18.2,1.0,0.0,4.0,0.667,0.84,0.887,0.819,0.183,0.068,0.015,35.34,0.44010416666666674,0.3820187716120534,0.5992907801418439,0.7925257731958761,0.08640406607369759,0.006204248434887508,0.48692992245124855,0.245,0.503,Intermédiaire
28416,72113,72,746.000000000001,795.000000000001,9.83,31.2,1.0,0.0,2.0,0.744,-6.16,0.964,0.941,0.151,0.023,0.014,75.89,0.6406249999999998,0.26675448707393384,0.8723404255319149,0.9497422680412371,0.029224904701397714,0.014343435559917865,0.5212866385441035,0.326,0.624,Tendu
28417,72114,72,250.0,270.999999999999,8.94,15.4,1.0,0.0,0.0,0.737,-7.75,0.966,0.778,0.179,0.189,0.0,27.96,0.6223958333333333,0.2405730281574181,0.8794326241134751,0.7396907216494846,0.24015247776365947,0.0047229364501100955,0.4353561684286551,0.259,0.596,Intermédiaire
28418,72115,72,942.0,941.999999999997,34.92,15.3,1.0,0.0,7.0,0.771,0.0,0.886,0.804,0.131,0.082,0.018,26.98,0.7109375,0.36818705746747904,0.5957446808510638,0.7731958762886597,0.10419313850063533,0.004526231064597648,0.5396450366998733,0.305,0.565,Intermédiaire
28419,72118,72,1433.0,1483.0,25.33,34.0,0.9,0.1,13.0,0.694,-3.37,0.86,0.762,0.149,0.098,0.038,56.57,0.5104166666666665,0.3126955376255558,0.5035460992907801,0.7190721649484536,0.12452350698856418,0.010465529388386755,0.5726708309046198,0.27,0.472,Intermédiaire
28420,72119,72,1062.0,1027.0,20.97,23.5,1.0,0.0,6.0,0.777,3.41,0.944,0.902,0.142,0.042,0.0,50.64,0.7265625,0.42433723036390586,0.8014184397163118,0.8994845360824741,0.05336721728081322,0.009275261086255312,0.5490829498484981,0.358,0.652,Tendu
28421,72120,72,225.0,250.0,4.48,22.8,1.0,0.0,0.0,0.717,-10.0,0.951,0.853,0.209,0.098,0.0,50.22,0.5703124999999998,0.20352379384159397,0.8262411347517729,0.8363402061855669,0.12452350698856418,0.009190958778178548,0.4270895751195035,0.243,0.57,Intermédiaire
28422,72121,72,318.0,333.000000000001,18.99,10.8,1.0,0.0,1.0,0.698,-4.5,0.901,0.677,0.16,0.224,0.0,16.75,0.520833333333333,0.2940885888358308,0.6489361702127661,0.6095360824742269,0.2846251588310038,0.002472867703585056,0.45424538701469164,0.228,0.502,Intermédiaire
28423,72122,72,1076.0,1047.0,12.82,40.6,1.0,0.0,2.0,0.747,2.77,0.922,0.87,0.136,0.052,0.014,83.93,0.6484374999999998,0.41379878149184923,0.7234042553191493,0.8582474226804122,0.06607369758576874,0.015957222600244476,0.5501138753239625,0.332,0.604,Tendu
28424,72123,72,61.0,71.0,7.96,5.7,1.0,0.0,0.0,0.667,-14.08,0.889,0.6,0.279,0.289,0.0,7.66,0.44010416666666674,0.13634118228223285,0.6063829787234045,0.5103092783505154,0.3672172808132147,0.0006483248930665367,0.32518119912640364,0.139,0.428,Intermédiaire
28425,72124,72,4818.00000000001,4632.0,28.5,87.8,0.8,0.2,44.0,0.685,4.02,0.921,0.895,0.146,0.026,0.083,169.05,0.48697916666666674,0.4343816894450848,0.7198581560283688,0.8904639175257731,0.03303684879288437,0.033042490370468504,0.66817334438812,0.381,0.57,Intermédiaire
28426,72125,72,304.0,295.0,21.26,7.5,1.0,0.0,1.0,0.709,3.05,0.874,0.761,0.142,0.113,0.0,14.3,0.5494791666666665,0.418409352873374,0.5531914893617023,0.7177835051546392,0.14358322744599747,0.001981104239803937,0.45070929835345386,0.233,0.517,Intermédiaire
28427,72126,72,290.0,301.0,14.7,11.7,1.0,0.0,1.0,0.748,-3.65,0.8,0.708,0.181,0.092,0.0,19.73,0.6510416666666665,0.308084966244031,0.29078014184397194,0.6494845360824741,0.11689961880559085,0.0030710126513678053,0.4470070249554997,0.196,0.439,Intermédiaire
28428,72127,72,1852.0,1948.0,10.34,80.6,1.0,0.0,11.0,0.718,-4.93,0.972,0.968,0.13,0.005,0.05,179.11,0.5729166666666665,0.28700806849991767,0.9007092198581561,0.9845360824742266,0.0063532401524777635,0.03506173136868812,0.5928679839769216,0.37,0.623,Tendu
28429,72128,72,526.0,526.0,31.31,11.2,1.0,0.0,2.0,0.699,0.0,0.898,0.728,0.124,0.17,0.0,16.8,0.5234374999999998,0.36818705746747904,0.6382978723404258,0.6752577319587628,0.21601016518424399,0.0024829036926418135,0.4937992319622684,0.257,0.521,Intermédiaire
28430,72129,72,905.0,841.0,5.44,67.7,1.0,0.0,1.0,0.769,7.61,0.943,0.936,0.158,0.006,0.0,166.36,0.7057291666666665,0.4934958010867776,0.7978723404255317,0.9432989690721649,0.007623888182973317,0.03250255415921495,0.5364912696957601,0.356,0.664,Tendu
28431,72130,72,736.0,643.0,9.48,31.8,1.0,0.0,2.0,0.795,14.46,0.929,0.901,0.125,0.027,0.0,77.64,0.7734375,0.6062901366705089,0.74822695035461,0.8981958762886597,0.03430749682337993,0.014694695176904379,0.5202247486535733,0.356,0.685,Tendu
28432,72131,72,577.0,588.0,12.11,26.2,1.0,0.0,2.0,0.728,-1.87,0.915,0.764,0.141,0.151,0.044,47.65,0.5989583333333333,0.33739502716943853,0.6985815602836882,0.7216494845360825,0.19186785260482847,0.008675108940661211,0.5010774216709281,0.278,0.555,Intermédiaire
28433,72132,72,8769.0,8848.0,14.96,348.0,0.6,0.4,104.0,0.641,-0.89,0.895,0.863,0.164,0.033,0.195,586.16,0.37239583333333326,0.35353202700477526,0.6276595744680851,0.8492268041237112,0.041931385006353246,0.11676471827975117,0.7153510828230941,0.354,0.495,Intermédiaire
28434,72133,72,1543.0,1510.0,10.07,64.3,1.0,0.0,5.0,0.73,2.19,0.963,0.935,0.163,0.028,0.031,153.23,0.6041666666666665,0.4042483122015479,0.8687943262411348,0.9420103092783505,0.035578144853875476,0.029867103432910415,0.5784941747830854,0.371,0.641,Tendu
28435,72134,72,524.999999999999,543.000000000002,17.54,19.1,1.0,0.0,0.0,0.7,-3.31,0.895,0.704,0.143,0.192,0.008,29.93,0.5260416666666665,0.3136835172073111,0.6276595744680851,0.6443298969072164,0.24396442185514614,0.0051183544189463415,0.49364958132418546,0.249,0.504,Intermédiaire
28436,72135,72,599.999999999999,621.000000000001,13.72,19.9,1.0,0.0,1.0,0.727,-3.38,0.9,0.849,0.137,0.052,0.009,43.73,0.5963541666666665,0.3125308743619299,0.645390070921986,0.8311855670103092,0.06607369758576874,0.00788828739861142,0.5041519319254145,0.275,0.546,Intermédiaire
28437,72136,72,309.0,327.0,11.46,13.3,1.0,0.0,1.0,0.798,-5.5,0.909,0.845,0.119,0.065,0.0,26.96,0.78125,0.27762226247324223,0.6773049645390072,0.8260309278350515,0.08259212198221093,0.004522216668974945,0.4519904816593974,0.268,0.594,Intermédiaire
28438,72137,72,2189.0,2219.99999999999,86.7,12.9,1.0,0.0,15.0,0.75,-1.4,0.939,0.836,0.126,0.103,0.029,25.25,0.65625,0.3451342005598551,0.7836879432624113,0.8144329896907216,0.13087674714104192,0.004178985843233837,0.6060336193494196,0.367,0.605,Tendu
28439,72138,72,2909.0,3025.99999999999,29.2,61.7,0.9,0.1,32.0,0.644,-3.87,0.856,0.781,0.13,0.075,0.12,99.62,0.38020833333333326,0.3044623744442615,0.4893617021276597,0.7435567010309279,0.09529860228716645,0.01910651596625499,0.6284300928215596,0.274,0.437,Intermédiaire
28440,72139,72,995.0,1004.0,16.31,29.4,1.0,0.0,16.0,0.73,-0.9,0.908,0.874,0.161,0.033,0.058,61.01,0.6041666666666665,0.3533673637411494,0.6737588652482271,0.8634020618556699,0.041931385006353246,0.011356725216626824,0.5439534074348908,0.308,0.567,Intermédiaire
